id,name,url,location,latitude,longitude,description,postal_code,phone,email,type
106,Брестский областной онкологический диспансер,https://www.oncology.brest.by/,"г. Брест, ул. Медицинская, 6",52.10683,23.8128,,,,,0
107,Брестский областной противотуберкулезный диспансер,http://obltub.brest.by/,"г. Брест, ул. Медицинская, 9",52.10548,23.81818,,,,,0
108,Брестская городская больница № 1,http://bgb1.brest.by/,"г. Брест, ул. Кижеватова, 76",52.10657,23.69081,,,,,0
111,Брестский областной родильный дом,http://bord.brest.by/,"г. Брест, ул. Кирова, 62",52.09259,23.70429,,,,,0
112,Брестская областная филармония,http://www.philart-brest.by/,"г. Брест, ул. Орджоникидзе, 14",52.09952,23.68578,,,,,0
117,ОАО «Брестсельмаш»,http://brestselmash.by/,"г. Брест, ул. Поплавского, 23",52.09802,23.6625,,,,,0
118,ОАО «Брестский ЛВЗ «Белалко»,https://www.brestvodka.com/,"г. Брест, ул. Советская, 2/1",52.09942,23.68679,,,,,0
119,ОАО «Брестский мясокомбинат»,https://brestmeat.by/,"г. Брест, ул. Писателя Смирнова, 4",52.094,23.64861,,,,,0
124,ОАО «Брестский электротехнический завод»,http://betz.by/,"г. Брест, ул. Строительная, 56",52.11644,23.73763,,,,,0
125,ОАО «Брестское пиво»,http://brestbeer.by/,"г. Брест, ул. Бауманская, 18",52.11393,23.64316,,,,,0
133,РУП «Белоруснефть – Брестоблнефтепродукт»,https://www.belorusneft.by/sitebeloil/ru/addUp/about/stucture/marketing/supplies/brest/,"г. Брест, ул. ГОБК, 13",52.09286,23.66631,,,,,0
134,СМУ № 1 ОАО «Белсельэлектросетьстрой»,,"г. Брест, ул. Красногвардейская, 112/1",52.12467,23.69414,,,,,0
135,СП ОАО «Брестгазоаппарат»,https://www.gefest.by/,"г. Брест, ул. Орджоникидзе, 22",52.10209,23.69107,,,,,0
139,Брестское котельное хозяйство,https://bkh.brest.by/,"г. Брест, ул. Фортечная, 111",52.11893,23.68513,,,,,0
148,ГУО «Средняя школа д.Скоки»,https://skoki.schools.by/,"Брестская обл.,Брестский р-н,Мотыкальский с/с,д. Скоки,ул. Мира, д.48",52.15698,23.63025,,,,,0
151,Ясли-сад д.Знаменка,https://znamenka-du.roobrest.gov.by/,"Брестская обл.,Брестский р-н,Знаменский с/с,д. Знаменка,ул. Юбилейная, д.13/2",51.88184,23.65,,,,,0
152,Ясли-сад д.Клейники,https://klejniki-du.roobrest.gov.by/,"Брестская обл.,Брестский р-н,Клейниковский с/с,д. Клейники,ул. 60 Лет Октября, д.10",52.13998,23.60716,,,,,0
153,Ясли-сад д.Остромечево,https://ostromechevo-du.roobrest.gov.by/,"Брестская обл.,Брестский р-н,Лыщицкий с/с,д. Остромечево,ул. Дружбы, д.2",52.26797,23.58685,,,,,0
154,Ясли-сад д.Тельмы-1,https://telmy-du.roobrest.gov.by/,"Брестская обл.,Брестский р-н,Тельминский с/с,д. Тельмы-1,ул. Новая, д.8",52.11635,23.83207,,,,,0
160,Брестский лесхоз,http://brest.lesnoi.by/,"г Брест,ул. Кобринская, д.53",52.07066,23.77219,,,,,0
161,Центр повышения квалификации руководящих работников и специалистов Брестского комитета по сельскому хозяйству и продовольствию Брестского облисполкома,,"Брестская обл.,Брестский р-н,Чернавчицкий с/с,аг. Чернавчицы,ул. Сикорского, д.33",52.21222,23.74176,,,,,0
162,ГУО «Гимназия № 5 г.Барановичи»,http://gymn5.baranovichi.edu.by/,"Брестская обл.,г. Барановичи,ул. Тексер, д.12",53.10743,25.97562,,,,,0
163,ГУО «Лицей № 1 г.Барановичи»,http://lyceum1.baranovichi.edu.by/,"Брестская обл.,г. Барановичи,пр. Советский, д.33",53.14433,26.00616,,,,,0
164,ГУО «Средняя школа № 3 г.Барановичи»,http://sch3.baranovichi.edu.by/,"Брестская обл.,г. Барановичи,ул. Колхозная, д.64",53.12017,25.95911,,,,,0
166,ГУО «Средняя школа № 7 г.Барановичи»,http://sch7.baranovichi.edu.by/,"Брестская обл.,г. Барановичи,ул. Чкалова, д.7",53.13089,26.02619,,,,,0
167,ГУО «Средняя школа № 9 им. Г.Н.Холостякова г.Барановичи»,http://sch9.baranovichi.edu.by/,"Брестская обл.,г. Барановичи,ул. Брестская, д.42",53.13512,26.01959,,,,,0
173,ГУО «Средняя школа № 17 г.Барановичи»,http://sch17.baranovichi.edu.by/,"Брестская обл.,г. Барановичи,ул. Циолковского, д.8",53.13477,26.06946,,,,,0
176,Ясли-сад № 33 г.Барановичи,http://ds33.baranovichi.edu.by/,"Брестская обл.,г. Барановичи,ул. Притыцкого, д.89А",53.1158,26.02139,,,,,0
178,Детская музыкальная школа искусств г.Барановичи,http://dmshi.alio.by/,"Брестская обл.,г. Барановичи,ул. Горького, д.20",53.13267,26.00639,,,,,0
179,Барановичский государственный колледж легкой промышленности им.В.Е.Чернышева,https://bgklp.by/,"Брестская обл.,г. Барановичи,ул. Советская, д.67",53.13333,26.01609,,,,,0
180,Барановичский государственный профессионально-технический колледж сферы обслуживания,https://bargkso.by/,"Брестская обл.,г. Барановичи,ул. Кирова, д.50",53.14358,26.0452,,,,,0
181,Барановичский государственный профессиональный лицей машиностроения,http://bplm.brest.by/,"Брестская обл.,г. Барановичи,ул. Королика, д.4",53.15879,26.01346,,,,,0
182,Барановичский государственный профессиональный лицей строителей,http://bsplb.brest.by/,"Брестская обл.,г. Барановичи,ул. Брестская, д.291",53.108,25.96509,,,,,0
183,Барановичский государственный университет,https://www.barsu.by/,"Брестская обл.,г. Барановичи,ул. Войкова, д.21",53.1225,26.04139,,,,,0
184,Барановичская городская больница,http://barcp.by/barcityhospital,"Брестская обл.,г. Барановичи,ул. Брестская, д.133",53.12979,25.99579,,,,,0
187,Барановичская детская городская больница,http://baranovichi-detstvo.by/,"Брестская обл.,г. Барановичи,ул. Куйбышева, д.46",53.12711,26.00574,,,,,0
189,Барановичская центральная поликлиника,http://barcp.by/,"Брестская обл.,г. Барановичи,ул. Горького, д.58",53.13047,25.9991,,,,,0
190,Барановичский родильный дом,http://roddom-mama.by/,"Брестская обл.,г. Барановичи,ул. Гагарина, д.10",53.1318,26.01385,,,,,0
192,Барановичский городской Дом культуры,http://baranovichy.by/ru/kultura-gor-dom-kulturi/,"Брестская обл.,г. Барановичи,ул. Ленина, д.4а",53.1314,26.02191,,,,,0
193,Централизованная библиотечная система г.Барановичи,http://tavlay-library.by/,"Брестская обл.,г. Барановичи,ул. Ленина, д.53",53.13297,26.03272,,,,,0
194,Барановичское отделение Белорусской железной дороги,https://baranovichi.rw.by/,"Брестская обл.,г. Барановичи,ул. Фроленкова, д.54",53.1338,26.04013,,,,,0
199,ОАО «Барановичский комбинат хлебопродуктов»,https://gaspadar.by/,"Брестская обл.,г. Барановичи,ул. 50 лет БССР, д.21",53.12112,25.98983,,,,,0
205,УП «Барановичское ПМС»,,"Брестская обл.,Барановичский р-н,Городищенский с/с,гп Городище,пер. Крайний, д.3",53.32347,26.01576,,,,,0
211,Барановичское городское жилищно-коммунальное хозяйство,http://www.barjkh.by/,"Брестская обл.,г. Барановичи,ул. Советская, д.59",53.1345,26.01509,,,,,0
219,Барановичский зональный центр гигиены и эпидемиологии,http://gigienabar.by/,"Брестская обл.,г. Барановичи,ул. 50 лет ВЛКСМ, д.9",53.11405,26.0284,,,,,0
220,ГУО «Великолукская базовая школа»,http://velluki.baranovichi.edu.by/,"Брестская обл.,Барановичский р-н,Великолукский с/с,д. Великие Луки,ул. Советская, д.24",53.01,26.04643,,,,,0
221,ГУО «Вольновская средняя школа»,http://volno.baranovichi.edu.by/,"Брестская обл.,Барановичский р-н,Вольновский с/с,д. Вольно,ул. Советская, д.16а",53.30207,26.22086,,,,,0
222,ГУО «Жемчужненская средняя школа»,http://zhemch.baranovichi.edu.by/ru/main.aspx,"Брестская обл.,Барановичский р-н,Жемчужненский с/с,аг. Жемчужный,ул. Центральная, д.7",53.13748,25.8775,,,,,0
223,ГУО «Крошинская средняя школа»,http://kroschin.baranovichi.edu.by/,"Брестская обл.,Барановичский р-н,Крошинский с/с,аг. Крошин,ул. Мацковского, д.42",53.19737,26.14533,,,,,0
224,ГУО «Лавриновичская детский сад – средняя школа»,http://lavrin.baranovichi.edu.by/,"Брестская обл.,Барановичский р-н,Крошинский с/с,д. Лавриновичи,ул. Несвижская, д.35",53.15084,26.13112,,,,,0
226,ГУО «Русиновская средняя школа»,http://rusino.baranovichi.edu.by/,"Брестская обл.,Барановичский р-н,Великолукский с/с,аг. Русино,ул. Школьная, д.20",53.08735,26.08722,,,,,0
228,Молчадская санаторная школа-интернат,http://molint.by/,"Брестская обл.,Барановичский р-н,Молчадский с/с,д. Молчадь,ул. Новая, д.32",53.31287,25.69901,,,,,0
229,ГУО «Полонковская детский сад – средняя школа»,http://polonka.baranovichi.edu.by/,"Брестская обл.,Барановичский р-н,Полонковский с/с,д. Полонка,ул. Фабричная, д.22",53.14429,25.71696,,,,,0
230,ГУО «Перховичская детский сад – средняя школа»,http://perhov.baranovichi.edu.by/,"Брестская обл.,Барановичский р-н,Полонковский с/с,аг. Перховичи,ул. Центральная, д.11",53.24503,25.65279,,,,,0
232,Новомышский государственный профессиональный лицей сельскохозяйственного производства,http://novgpl.brest.by/,"Брестская обл.,Барановичский р-н,Новомышский с/с,д. Новая Мышь,ул. Слонимская, д.85,учебный корпус",53.13939,25.88705,,,,,0
234,Барановичский лесхоз,,"Брестская обл.,г. Барановичи,ул. Маяковского, д.7",53.1278,26.01784,,,,,0
235,ЗАО «Щара-Агро»,,"Брестская обл.,Барановичский р-н,Малаховецкий с/с,аг. Мирный,ул. Центральная, д.4",53.04031,25.97242,,,,,0
236,ОАО «Агрокомбинат «Мир»,,"Брестская обл.,Барановичский р-н,Новомышский с/с,аг. Мир,ул. Центральная, д.3",53.13939,25.88705,,,,,0
237,ОАО «Барановичская птицефабрика»,https://zlatkobpf.by/,"Брестская обл.,Барановичский р-н,Великолукский с/с,д. Русино",53.08735,26.08722,,,,,0
239,ОАО «Полонечка»,,"Брестская обл.,Барановичский р-н,Вольновский с/с,д. Полонечка,ул. Центральная, д.86",53.35065,26.26171,,,,,0
240,ОАО «Птицефабрика «Дружба»,http://ptushka.by/,"Брестская обл.,Барановичский р-н,с/с Жемчужненский, д.90,административное здание 1,5 км западнее аг Жемчужный",53.13723,25.87455,,,,,0
242,ОАО «Утес»,,"Брестская обл.,Барановичский р-н,Малаховецкий с/с,д. Утёс,ул. Гагарина, д.53",52.96767,25.9337,,,,,0
244,ООО «Сокомир»,,"Брестская обл.,Барановичский р-н,Вольновский с/с,аг. Вольно,ул. Парковая, д.2а, оф. 1",53.30207,26.22086,,,,,0
251,Ляховичская центральная районная больница,http://lcrb.by/,"Брестская обл.,Ляховичский р-н,г. Ляховичи,пер. Пушкина, д.7",53.0487,26.26693,,,,,0
253,Ляховичский лесхоз,https://lesgas.by/,"Брестская обл.,Ляховичский р-н,г. Ляховичи,ул. Орловского, д.65",53.03084,26.23914,,,,,0
262,ГУО «Социально-педагогический центр Ганцевичского района»,http://spc.gancevichi.edu.by/,"Брестская обл.,Ганцевичский р-н,г. Ганцевичи,ул. Монтажников, д.16б",52.75077,26.41331,,,,,0
265,УЗ «Ганцевичская центральная районная больница»,http://gcrb.by/,"Брестская обл.,г. Ганцевичи,ул. Матросова, д.64",52.76962,26.43127,,,,,0
268,ГЛУ «Ганцевичский лесхоз»,http://lgan.lesnoi.by/,"Брестская обл.,Ганцевичский р-н,г. Ганцевичи,ул. Октябрьская, д.74",52.74946,26.42166,,,,,0
273,КУМПП ЖКХ «Ганцевичское РЖКХ»,http://gncrkh.by/,"Брестская обл.,г. Ганцевичи,ул. Строителей, д.8",52.75194,26.4309,,,,,0
276,Специализированная детско-юношеская школа олимпийского резерва Жабинковского района,,"Брестская обл.,Жабинковский р-н,г. Жабинка,ул. Калинина, д.13",52.1926,23.98806,,,,,0
277,Жабинковская центральная районная больница,http://zhabinkacrb.by/,"Брестская обл.,Жабинковский р-н,г. Жабинка,ул. Кирова, д.126",52.18938,24.02918,,,,,0
278,Жабинковская ПМК-10,http://pmk10.by/,"Брестская обл.,Жабинковский р-н,г. Жабинка,ул. Короткина, д.11",52.20523,24.01518,,,,,0
280,ОАО «Жабинковский комбикормовый завод»,http://zhivkorm.by/,"Брестская обл.,г. Жабинка,ул. Мира, д.1",52.20377,24.02736,,,,,0
281,ОАО «Жабинковский сахарный завод»,http://sahar.by/,"Брестская обл.,г. Жабинка",52.19539,24.01517,,,,,0
282,ОАО «Матеевичи»,,"Брестская обл.,Жабинковский р-н,Кривлянский с/с,аг. Матеевичи,ул. Советская, д.4",52.23279,24.07914,,,,,0
283,ОАО «Орепичи»,,"Брестская обл.,Жабинковский р-н,Степанковский с/с,д. Орепичи,ул. Тимофея Лося, д.9",52.3159,23.99419,,,,,0
284,ОАО «Хмелево»,,"Брестская обл.,Жабинковский р-н,Хмелевский с/с,аг. Хмелево,ул. Центральная, д.66",52.25321,23.90786,,,,,0
288,Жабинковское ЖКХ,http://jbn.bujkh.by/,"Брестская обл.,Жабинковский р-н,г. Жабинка,ул. Комарова, д.4",52.20148,24.02965,,,,,0
290,Жабинковский районный центр гигиены и эпидемиологии,http://zabinkacge.by/,"Брестская обл.,Жабинковский р-н,г. Жабинка,ул. Центральная, д.13А-2",52.19299,24.031,,,,,0
292,ГУО «Средняя школа № 1 г.Каменца»,https://1kamenec.schools.by/,"Брестская обл.,Каменецкий р-н,г. Каменец,ул. Ленина, д.1",52.40445,23.81853,,,,,0
293,ГУО «Беловежская средняя школа»,https://belovezhskiy.schools.by/,"Брестская обл.,Каменецкий р-н,Беловежский с/с,аг. Беловежский,ул. Школьная, д.2",52.40385,23.46481,,,,,0
294,ГУО «Верховичская средняя школа»,https://verhovichi.schools.by/,"Брестская обл.,Каменецкий р-н,Верховичский с/с,д. Верховичи,ул. Пограничная, д.20",52.40376,23.81677,,,,,0
295,ГУО «Войсковская средняя школа»,https://voisk.schools.by/,"Брестская обл.,Каменецкий р-н,Войский с/с,аг. Войская,ул. Советская, д.78",52.40843,23.63266,,,,,0
298,ГУО «Мартынюковский детский сад - начальная школа»,,"Брестская обл.,Каменецкий р-н,Речицкий с/с,д. Мартынюки,ул. Центральная, д.53",52.42231,23.87972,,,,,0
299,ГУО «Новицковичская средняя школа»,https://novick.schools.by/,"Брестская обл.,Каменецкий р-н,Новицковичский с/с,аг. Новицковичи,ул. Школьная, д.15",52.44094,23.84418,,,,,0
301,ГУО «Пограничная средняя школа»,https://pogran.schools.by/,"Брестская обл.,Каменецкий р-н,Ряснянский с/с,аг. Пограничная,ул. Советских Пограничников, д.50",52.36812,23.37716,,,,,0
302,ГУО «Свищевская средняя школа»,https://svis.schools.by/,"Брестская обл.,Каменецкий р-н,Войский с/с,д. Бучемль-3,ул. Школьная, д.1",52.36466,23.64801,,,,,0
305,Дмитровичский ясли-сад,,"Брестская обл.,Каменецкий р-н,Дмитровичский с/с,аг. Дмитровичи,ул. Школьная, д.2",52.49172,23.77869,,,,,0
306,Долбизнянский детский сад,,"Брестская обл.,Каменецкий р-н,Верховичский с/с,аг. Долбизно,ул. Новая, д.20",52.48912,23.45084,,,,,0
307,Каменюкский ясли-сад,http://du-kam.kamenec.edu.by/,"Брестская обл.,Каменецкий р-н,Каменюкский с/с,аг. Каменюки,ул. Советская, д.2А",52.55821,23.79797,,,,,0
308,Новоселковский детский сад,,"Брестская обл.,Каменецкий р-н,Волчинский с/с,аг. Новосёлки,ул. Лесная, д.2",52.2609,23.23497,,,,,0
311,Каменецкая государственная детская школа искусств,,"Брестская обл.,Каменецкий р-н,г. Каменец,ул. Ленина, д.22",52.40349,23.81996,,,,,0
312,Специализированная детско-юношеская школа олимпийского резерва «Пуща»,http://sport.kamenec.edu.by/,"Брестская обл.,Каменецкий р-н,г. Каменец,ул. Леваневского, д.36",52.39943,23.81309,,,,,0
313,Каменецкая центральная районная больница,http://kamenets.crb.by/,"Брестская обл.,г.Каменец,ул.Чкалова,33",52.4039,23.82693,,,,,0
317,Национальный парк «Беловежская пуща»,https://npbp.by/,"Брестская обл.,Каменецкий р-н,Каменюкский с/с,аг. Каменюки",52.56003,23.79798,,,,,0
323,ОАО «Каменецкий райагросервис»,,"Брестская обл.,Каменецкий р-н,г. Каменец,ул. 8 Марта, д.17",52.39389,23.83296,,,,,0
327,Каменецкое ЖКХ,,"Брестская обл.,Каменецкий р-н,г. Каменец,ул. Индустриальная, д.10",52.4038,23.82072,,,,,0
331,Малоритский лесхоз,http://maloritales.by/,"Брестская обл.,Малоритский р-н,г. Малорита,ул. Советская, д.138",51.78313,24.051,,,,,0
332,Малоритское ЖКХ,http://mlrt.bujkh.by/,"Брестская обл.,Малоритский р-н,г. Малорита,ул. Советская, д.116",51.78486,24.05989,,,,,0
333,ГУО «Средняя школа № 5 г Пружаны»,http://school5.pruzhany.by/,"Брестская обл.,Пружанский р-н,г. Пружаны,ул. Свободы, д.91",52.55821,24.46016,,,,,0
334,Центр творчества детей и молодежи г Пружаны,http://ctdm.pruzhany.by/,"Пружанский р-н, г.Пружаны, ул.Комсомольская, д.1",52.55847,24.45535,,,,,0
335,Пружанский государственный аграрно-технический колледж,http://college.brest.by/,"Брестская обл.,Пружанский р-н,г. Пружаны,ул. Красноармейская, д.11",52.55935,24.46097,,,,,0
336,Пружанская центральная районная больница,http://prcrb.by/,"Брестская обл.,Пружанский р-н,г. Пружаны,ул. Мицкевича, д.27",52.56563,24.47101,,,,,0
341,Брестская областная проектно-изыскательская станция химизации,,"Пружанский р-н, г.Пружаны, ул.Урбановича,1",52.56562,24.47116,,,,,0
344,Пружанская архитектура,,"Пружанский р-н, г.Пружаны, ул.Григория Ширмы, д.30, Административное здание с встроенным кафе",52.55426,24.4645,,,,,0
348,Пружанский территориальный центр социального обслуживания населения,https://komtsz.gov.by/index.php/o-komitete/organizatsii-sistemy-komiteta/territorialnye-tsentry-sotsialnogo-obsluzhivaniya-naseleniya/3211-gu-pruzhanskij-territorialnyj-tsentr-sotsialnogo-obsluzhivaniya-naseleniya,"Брестская обл.,Пружанский р-н,г. Пружаны,ул. Октябрьская, д.104а",52.56666,24.46392,,,,,0
350,ГУО «Березовская начальная школа»,http://nsch.bereza.edu.by/,"Брестская обл.,Берёзовский р-н,г. Береза,ул. Хоружей В., д.1",52.5391,24.97529,,,,,0
357,ОАО «Березастройматериалы»,http://www.bsm.by/ru,"Брестская обл.,Берёзовский р-н,г. Береза,ул. Комсомольская, д.25",52.5256,24.96253,,,,,0
359,ОАО «Березовский мясоконсервный комбинат»,http://meat.by/bmkk/new/,"Брестская обл.,Берёзовский р-н,г. Берёза,ул. Якова Свердлова, д.1",52.53834,24.98106,,,,,0
360,ОАО «Песковское»,http://brestmmp.by/peskovskoe,"Брестская обл.,Березовский р-н,Песковский с/с,аг. Пески,ул. Советская, д.24",52.49033,25.1929,,,,,0
361,ПУ «Березагаз»,https://www.brest.gas.by/%D1%83%D0%BF-%D0%B1%D1%80%D0%B5%D1%81%D1%82%D0%BE%D0%B1%D0%BB%D0%B3%D0%B0%D0%B7/%D0%BF%D1%83-%D0%B1%D0%B5%D1%80%D1%91%D0%B7%D0%B0%D0%B3%D0%B0%D0%B7/,"Брестская обл.,Берёзовский р-н,г. Берёза,ул. Красноармейская, д.93",52.52771,24.96005,,,,,0
362,"ГУПП ""Березовское ЖКХ""",http://brz.bujkh.by/index.php/ru/,"Брестская обл.,Березовский р-н,г. Береза,ул. Ольшевского, д.27А",52.53621,24.97747,,,,,0
363,Березовский райисполком,http://bereza.brest-region.gov.by/index.php?option=com_content&view=category&layout=blog&id=87&Itemid=86&lang=ru,"Брестская обл.,г.Береза,ул.Красноармейская,27",52.53413,24.98049,,,,,0
370,ГУО «Крытышинская средняя школа»,http://www.krytysin.ivanovo.by/,"Брестская обл.,Ивановский р-н,Рудский с/с,аг. Крытышин,ул. Советская, д.13",52.07822,25.47788,,,,,0
371,ГУО «Молодовская средняя школа»,http://www.molodowo.ivanovo.by/,"Брестская обл.,Ивановский р-н,Молодовский с/с,аг. Молодово,ул. Новая, д.1",52.27738,25.68693,,,,,0
372,ГУО «Одрижинская средняя школа»,http://www.odrysin.ivanovo.by/,"Брестская обл.,Ивановский р-н,Одрижинский с/с,аг. Одрижин,ул. Ленина, д.3",51.97577,25.46211,,,,,0
